id,pali,selected_pali_word,class_source,extra,class_example,english_translation
69687,vihāra 3,,MN65,yes,"etha, tumhepi, bhikkhave, ekāsanabhojanaṃ bhuñjatha; ekāsanabhojanaṃ kho, bhikkhave, tumhepi bhuñjamānā appābādhatañca sañjānissatha appātaṅkatañca lahuṭṭhānañca balañca phāsu<b>vihārañ</b>cā'ti.","“Come monks! You all too should eat (your) meal in one sitting. Eating (your) meal in one sitting, you too will experience good health and well-being, physical lightness, strength and a comfortable existence”."
12436,ārādhaka 1,ārādhako,MN73,,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃyeva gotamo <b>ārādhako</b> abhavissa, no ca kho bhikkhū ārādhakā abhavissaṃsu. evamidaṃ brahmacariyaṃ aparipūraṃ abhavissa tenaṅgena.","Sir Gotama, if only you were successful in this holy life, but the monks would not be successful, this holy life would be incomplete in that regard."
7503,abhavissaṃsu,abhavissaṃsu,MN73,,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃyeva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā <b>abhavissaṃsu</b>. evamidaṃ brahmacariyaṃ aparipūraṃ abhavissa tenaṅgena.","Sir Gotama, if only you were successful in this holy life, but the monks would not be successful, this holy life would be incomplete in that regard."
18095,evamidaṃ,evamidaṃ,MN73,,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃyeva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā abhavissaṃsu. <b>evamidaṃ</b> brahmacariyaṃ aparipūraṃ abhavissa tenaṅgena.","Sir Gotama, if only you were successful in this holy life, but the monks would not be successful, this holy life would be incomplete in that regard."
6375,aparipūra,aparipūraṃ,MN73,,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃyeva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā abhavissaṃsu. evamidaṃ brahmacariyaṃ <b>aparipūraṃ</b> abhavissa tenaṅgena.","Sir Gotama, if only you were successful in this holy life, but the monks would not be successful, this holy life would be incomplete in that regard."
31219,tenaṅgena,tenaṅgena,MN73,,"sace hi, bho gotama, imaṃ dhammaṃ bhavaṃyeva gotamo ārādhako abhavissa, no ca kho bhikkhū ārādhakā abhavissaṃsu. evamidaṃ brahmacariyaṃ aparipūraṃ abhavissa <b>tenaṅgena</b>.","Sir Gotama, if only you were successful in this holy life, but the monks would not be successful, this holy life would be incomplete in that regard."
30246,tā 1.1,tā,SN1.35,yes,atha kho <b>tā</b> devatāyo bhiyyosomattāya ujjhāyantiyo vehāsaṃ abbhuggañchuṃ.,"After that those deities, finding fault to an even greater measure, flew up into the sky."
50014,bhiyyoso,,SN1.35,yes,atha kho tā devatāyo <b>bhiyyoso</b>mattāya ujjhāyantiyo vehāsaṃ abbhuggañchuṃ.,"After that those deities, finding fault to an even greater measure, flew up into the sky."
50016,bhiyyosomattāya,bhiyyosomattāya,SN1.35,yes,atha kho tā devatāyo <b>bhiyyosomattāya</b> ujjhāyantiyo vehāsaṃ abbhuggañchuṃ.,"After that those deities, finding fault to an even greater measure, flew up into the sky."
50938,matta 1.1,mattāya,SN1.35,yes,atha kho tā devatāyo bhiyyoso<b>mattāya</b> ujjhāyantiyo vehāsaṃ abbhuggañchuṃ.,"After that those deities, finding fault to an even greater measure, flew up into the sky."
14479,ujjhāyanta,ujjhāyantiyo,SN1.35,yes,atha kho tā devatāyo bhiyyosomattāya <b>ujjhāyantiyo</b> vehāsaṃ abbhuggañchuṃ.,"After that those deities, finding fault to an even greater measure, flew up into the sky."
7319,abbhuggañchi,abbhuggañchuṃ,SN1.35,yes,atha kho tā devatāyo bhiyyosomattāya ujjhāyantiyo vehāsaṃ <b>abbhuggañchuṃ</b>.,"After that those deities, finding fault to an even greater measure, flew up into the sky."
55621,labbhati 3,,SN1.49,,"sace enti manussattaṃ,
dalidde jāyare kule,
coḷaṃ piṇḍo ratī khiḍḍā,
yattha kicchena <b>labbhati</b>.","If they (i.e. stingy people) come [back] to a human state, they are born in a poor family, where clothing, a bit of food, pleasure, [and] entertainment are obtained with difficulty."
17933,ettaka,ettako,SN22.96,,"<b>ettako</b> cepi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
2517,attabhāva 2,,SN22.96,,"ettako cepi, bhikkhu, <b>attabhāva</b>paṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
2519,attabhāvapaṭilābha,attabhāvapaṭilābho,SN22.96,,"ettako cepi, bhikkhu, <b>attabhāvapaṭilābho</b> abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
7502,abhavissa,abhavissa,SN22.96,,"ettako cepi, bhikkhu, attabhāvapaṭilābho <b>abhavissa</b> nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
10618,avipariṇāma,,SN22.96,,"ettako cepi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato <b>avipariṇāma</b>dhammo, nayidaṃ brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
35834,nayidha,nayidha,SN22.96,,"ettako cepi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, <b>nayidha</b> brahmacariyavāso paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
48928,brahmacariyavāsa,brahmacariyavāso,SN22.96,,"ettako cepi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ <b>brahmacariyavāso</b> paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
66981,vāsa 1.1,,SN22.96,,"ettako cepi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariya<b>vāso</b> paññāyetha sammā dukkhakkhayāya.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
32881,dukkhakkhaya,dukkhakkhayāya,SN22.96,,"ettako cepi, bhikkhu, attabhāvapaṭilābho abhavissa nicco dhuvo sassato avipariṇāmadhammo, nayidaṃ brahmacariyavāso paññāyetha sammā <b>dukkhakkhayāya</b>.","Monk, even if there were this much personal existence that is stable, permanent, eternal, with an unchanging nature, living this holy life for the complete destruction of suffering would not be evident."
18857,orima,orimaṃ,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na <b>orimaṃ</b> tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
45806,pārima,pārimaṃ,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na <b>pārimaṃ</b> tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
31453,thala 1,thale,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na <b>thale</b> ussīdissatha, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
51190,manussaggāha,manussaggāho,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na <b>manussaggāho</b> gahessati, na a<b>manussaggāho</b> gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
24849,gāha 1.2,,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussa<b>ggāho</b> gahessati, na amanussa<b>ggāho</b> gahessati, na āvaṭṭa<b>ggāho</b> gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
24714,gahessati,gahessati,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho <b>gahessati</b>, na amanussaggāho <b>gahessati</b>, na āvaṭṭaggāho <b>gahessati</b>, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
8509,amanussa 1,,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati, na <b>amanussa</b>ggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
8511,amanussaggāha,,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati, na <b>amanussaggāho</b> gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
12961,āvaṭṭaggāha,āvaṭṭaggāho,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati, na amanussaggāho gahessati, na <b>āvaṭṭaggāho</b> gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
5848,antopūti,antopūtī,SN35.194,yes,"evaṃ kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na <b>antopūtī</b> bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
37580,nibbānaninna,nibbānaninnā,SN35.194,yes,"evaṃ tumhe, bhikkhave, <b>nibbānaninnā</b> bhavissatha nibbānapoṇā nibbānapabbhārā.","like this you will be sloping to, slanting to, inclining to Nibbāna."
37592,nibbānapoṇa,nibbānapoṇā,SN35.194,yes,"evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha <b>nibbānapoṇā</b> nibbānapabbhārā.","like this you will be sloping to, slanting to, inclining to Nibbāna."
47431,poṇa 1,,SN35.194,yes,"evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbāna<b>poṇā</b> nibbānapabbhārā.","like this you will be sloping to, slanting to, inclining to Nibbāna."
37586,nibbānapabbhāra,nibbānapabbhārā,SN35.194,yes,"evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā <b>nibbānapabbhārā</b>.","like this you will be sloping to, slanting to, inclining to Nibbāna."
42552,pabbhāra 1,,SN35.194,yes,"evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbāna<b>pabbhārā</b>.","like this you will be sloping to, slanting to, inclining to Nibbāna."
15396,upagacchati 1,upagacchatha,SN35.194,yes,"evameva kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ <b>upagacchatha</b>, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale ussīdissatha, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
61804,saṃsīdati 1,saṃsīdissatha,SN35.194,yes,"evameva kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe <b>saṃsīdissatha</b>, na thale ussīdissatha, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
17209,ussīdati,ussīdissatha,SN35.194,yes,"evameva kho, bhikkhave, sace tumhepi na orimaṃ tīraṃ upagacchatha, na pārimaṃ tīraṃ upagacchatha; na majjhe saṃsīdissatha, na thale <b>ussīdissatha</b>, na manussaggāho gahessati, na amanussaggāho gahessati, na āvaṭṭaggāho gahessati, na antopūtī bhavissatha; evaṃ tumhe, bhikkhave, nibbānaninnā bhavissatha nibbānapoṇā nibbānapabbhārā.","Similarly, monks, if you don't veer towards the near bank, nor veer towards the far bank, not sink down in the middle, nor wash up on dry land, nor be grabbed by humans, nor be grabbed by non-humans, nor be grabbed by a whirlpool, nor become rotten inside, like this you will be sloping to, slanting to, inclining to Nibbāna."
50821,maññita 1,,SN35.248,,"asmī'ti, bhikkhave, <b>maññitam</b>'etaṁ, ayam'aham'asmī'ti maññitam'etaṁ, bhavissan'ti maññitam'etaṁ, na bhavissan'ti maññitam'etaṁ",“I am” is imagination; “this I am” is imagination; “I will be.” is imagination; “I will not be.” is imagination.
50824,maññitametaṃ,maññitam'etaṁ,SN35.248,,"asmī'ti, bhikkhave, <b>maññitam'etaṁ</b>, ayam'aham'asmī'ti maññitam'etaṁ, bhavissan'ti maññitam'etaṁ, na bhavissan'ti maññitam'etaṁ",“I am” is imagination; “this I am” is imagination; “I will be.” is imagination; “I will not be.” is imagination.
8740,ayamahamasmi,ayam'aham'asmī,SN35.248,,"asmī'ti, bhikkhave, maññitam'etaṁ, <b>ayam'aham'asmī</b>'ti maññitam'etaṁ, bhavissan'ti maññitam'etaṁ, na bhavissan'ti maññitam'etaṁ",“I am” is imagination; “this I am” is imagination; “I will be.” is imagination; “I will not be.” is imagination.
8741,ayamahamasmīti,ayam'aham'asmī'ti,SN35.248,,"asmī'ti, bhikkhave, maññitam'etaṁ, <b>ayam'aham'asmī'ti</b> maññitam'etaṁ, bhavissan'ti maññitam'etaṁ, na bhavissan'ti maññitam'etaṁ",“I am” is imagination; “this I am” is imagination; “I will be.” is imagination; “I will not be.” is imagination.
49628,bhavissaṃ,,SN35.248,,"asmī'ti, bhikkhave, maññitam'etaṁ, ayam'aham'asmī'ti maññitam'etaṁ, <b>bhavissan</b> 'timaññitam'etaṁ, na bhavissan'ti maññitam'etaṁ",“I am” is imagination; “this I am” is imagination; “I will be.” is imagination; “I will not be.” is imagination.
49625,bhavissanti,bhavissan'ti,SN35.248,,"asmī'ti, bhikkhave, maññitam'etaṁ, ayam'aham'asmī'ti maññitam'etaṁ, <b>bhavissan'ti</b> maññitam'etaṁ, na bhavissan'ti maññitam'etaṁ",“I am” is imagination; “this I am” is imagination; “I will be.” is imagination; “I will not be.” is imagination.
15501,upaññissaṃ,upaññissaṃ,SNP37,,"moneyyaṃ te <b>upaññissaṃ</b>, dukkaraṃ durabhisambhavaṃ, handa te naṃ pavakkhāmi, santhambhassu daḷho bhava.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
15500,upaññissati,upaññissaṃ,SNP37,,"moneyyaṃ te <b>upaññissaṃ</b>, dukkaraṃ durabhisambhavaṃ, handa te naṃ pavakkhāmi, santhambhassu daḷho bhava.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
32863,dukkara 1,dukkaraṃ,SNP37,,"moneyyaṃ te upaññissaṃ, <b>dukkaraṃ</b> durabhisambhavaṃ, handa te naṃ pavakkhāmi, santhambhassu daḷho bhava.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
78607,durabhisambhava 2,durabhisambhavaṃ,SNP37,,"moneyyaṃ te upaññissaṃ, dukkaraṃ <b>durabhisambhavaṃ</b>, handa te naṃ pavakkhāmi, santhambhassu daḷho bhava.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
70989,handa,handa,SNP37,,"moneyyaṃ te upaññissaṃ, dukkaraṃ durabhisambhavaṃ, <b>handa</b> te naṃ pavakkhāmi, santhambhassu daḷho bhava.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
44799,pavakkhati,pavakkhāmi,SNP37,,"moneyyaṃ te upaññissaṃ, dukkaraṃ durabhisambhavaṃ, handa te naṃ <b>pavakkhāmi</b>, santhambhassu daḷho bhava.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
58322,santhambhati 1,santhambhassu,SNP37,,"moneyyaṃ te upaññissaṃ, dukkaraṃ durabhisambhavaṃ, handa te naṃ pavakkhāmi, <b>santhambhassu</b> daḷho bhava.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
49518,bhava 1,,SNP37,,"moneyyaṃ te upaññissaṃ, dukkaraṃ durabhisambhavaṃ, handa te naṃ pavakkhāmi, santhambhassu daḷho <b>bhava</b>.","I myself will explain sagehood to you, hard to achieve, hard to attain . Come, I will tell you [about] it: Stand yourself firm, you must be strong/steady."
22013,kiṃsu,kiṃ'sū,SNP54,,"<b>kiṃ'sū</b> asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
9760,asissāmi,asissāmi,SNP54,,"kiṃ'sū <b>asissāmi</b> kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
22710,kuvaṃ,kuvaṃ,SNP54,,"kiṃ'sū asissāmi <b>kuvaṃ</b> vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
9759,asissaṃ,asissaṃ,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā <b>asissaṃ</b>, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
65966,vata 1.1,vata,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ <b>vata</b> settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
23252,kva,,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha <b>kv</b>'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
23258,kvajja,kv'ajja,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha <b>kv'ajja</b> sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
43542,paridevaneyya,paridevaneyye,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke <b>paridevaneyye</b>, vinayetha sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
68093,vinayati,vinayetha,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, <b>vinayetha</b> sekho aniketacārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
4109,aniketa,,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho <b>aniketa</b>cārī.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
4110,aniketacārī,aniketacārī,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho <b>aniketacārī</b>.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
26478,cārī 2.1,,SNP54,,"kiṃ'sū asissāmi kuvaṃ vā asissaṃ, dukkhaṃ vata settha kv'ajja sessaṃ, ete vitakke paridevaneyye, vinayetha sekho aniketa<b>cārī</b>.","What will I eat? Where will I (myself) eat? Alas, you slept (lit: sleep) badly! Where do I (myself) sleep today? A trainee, one who is wandering without a home, should dispel these lamentable thoughts."
37512,nibandhissaṃ,nibandhissaṃ,TH206,,"satiyā taṃ <b>nibandhissaṃ</b>, payutto te damessāmi, vīriyadhuraniggahito, na yito dūraṃ gamissase cittā'ti.","“I will bind you with mindfulness, intent, I will tame you, harnessed to the yoke of effort, you won't go far from here, mind”."
42824,payutta 3,payutto,TH206,,"satiyā taṃ nibandhissaṃ, <b>payutto</b> te damessāmi, vīriyadhuraniggahito, na yito dūraṃ gamissase cittā'ti.","“I will bind you with mindfulness, intent, I will tame you, harnessed to the yoke of effort, you won't go far from here, mind”."
31968,dameti,damessāmi,TH206,,"satiyā taṃ nibandhissaṃ, payutto te <b>damessāmi</b>, vīriyadhuraniggahito, na yito dūraṃ gamissase cittā'ti.","“I will bind you with mindfulness, intent, I will tame you, harnessed to the yoke of effort, you won't go far from here, mind”."
35215,dhura 3,,TH206,,"satiyā taṃ nibandhissaṃ, payutto te damessāmi, vīriya<b>dhura</b>niggahito, na yito dūraṃ gamissase cittā'ti.","“I will bind you with mindfulness, intent, I will tame you, harnessed to the yoke of effort, you won't go far from here, mind”."
